 Date = 2010.000     Altitude =   565.000 km      geodetic  

      Lat     Long       D       I       H       X       Y       Z       F
  -45.000  325.000  -13.80  -54.66   12100   11751   -2886  -17061   20916
  -45.000  330.000  -15.50  -56.34   11607   11185   -3101  -17431   20942
  -45.000  335.000  -16.89  -57.90   11151   10670   -3239  -17773   20982
  -45.000  340.000  -18.04  -59.28   10743   10215   -3326  -18078   21029
  -45.000  345.000  -19.03  -60.46   10396    9828   -3389  -18344   21085
  -45.000  350.000  -19.94  -61.41   10124    9517   -3453  -18575   21155
  -45.000  355.000  -20.89  -62.11    9939    9286   -3544  -18783   21251
  -40.000    0.000  -22.01  -63.13    9463    8773   -3547  -18678   20939
  -40.000    5.000  -22.63  -63.48    9431    8705   -3630  -18899   21122
  -40.000   10.000  -23.56  -63.53    9527    8733   -3808  -19138   21378
  -40.000   15.000  -24.87  -63.35    9753    8849   -4101  -19435   21744
  -40.000   20.000  -26.55  -63.01   10101    9036   -4514  -19836   22260
  -40.000   25.000  -28.53  -62.63   10555    9273   -5041  -20389   22959
  -40.000   30.000  -30.68  -62.31   11088    9536   -5657  -21132   23864
  -40.000   35.000  -32.85  -62.17   11665    9800   -6328  -22095   24985
  -40.000   40.000  -34.90  -62.26   12247   10045   -7006  -23289   26313
  -40.000   45.000  -36.69  -62.63   12790   10257   -7641  -24709   27823
  -40.000   50.000  -38.11  -63.28   13257   10430   -8183  -26331   29480
  -40.000   55.000  -39.09  -64.16   13617   10569   -8587  -28116   31240
  -40.000   60.000  -39.55  -65.22   13854   10682   -8822  -30012   33055
  -40.000   65.000  -39.44  -66.40   13963   10784   -8870  -31965   34881
  -40.000   70.000  -38.69  -67.64   13955   10892   -8724  -33917   36676
  -40.000   75.000  -37.29  -68.86   13849   11018   -8389  -35818   38402
  -40.000   80.000  -35.17  -70.02   13675   11178   -7877  -37619   40027
  -40.000   85.000  -32.34  -71.07   13472   11382   -7208  -39275   41522
  -40.000   90.000  -28.84  -71.95   13283   11636   -6408  -40750   42861
  -40.000   95.000  -24.78  -72.62   13151   11940   -5513  -42016   44026
  -40.000  100.000  -20.36  -73.07   13108   12289   -4561  -43055   45006
  -40.000  105.000  -15.82  -73.29   13166   12668   -3589  -43866   45799
  -40.000  110.000  -11.38  -73.32   13320   13058   -2627  -44459   46411
  -40.000  115.000   -7.18  -73.19   13548   13442   -1693  -44850   46852
  -40.000  120.000   -3.29  -72.94   13827   13804    -794  -45058   47132
  -40.000  125.000    0.28  -72.59   14138   14138      69  -45100   47264
  -40.000  130.000    3.55  -72.17   14469   14441     897  -44988   47258
  -40.000  135.000    6.55  -71.68   14815   14718    1690  -44733   47122
  -40.000  140.000    9.28  -71.11   15174   14976    2446  -44343   46867
  -40.000  145.000   11.73  -70.47   15545   15220    3160  -43827   46502
  -40.000  150.000   13.91  -69.76   15923   15456    3827  -43195   46036
  -40.000  155.000   15.80  -68.99   16305   15689    4441  -42456   45479
  -40.000  160.000   17.42  -68.16   16683   15918    4994  -41622   44841
  -40.000  165.000   18.74  -67.27   17050   16145    5479  -40706   44133
  -40.000  170.000   19.80  -66.35   17395   16367    5891  -39725   43367
  -40.000  175.000   20.60  -65.41   17711   16579    6231  -38697   42558
  -40.000  180.000   21.18  -64.45   17992   16777    6501  -37640   41719
  -40.000  185.000   21.59  -63.49   18237   16958    6710  -36566   40862
  -40.000  190.000   21.86  -62.53   18447   17121    6867  -35488   39996
  -40.000  195.000   22.02  -61.57   18626   17267    6984  -34410   39128
  -40.000  200.000   22.11  -60.61   18776   17395    7067  -33336   38259
  -40.000  205.000   22.14  -59.64   18900   17506    7122  -32265   37392
  -40.000  210.000   22.12  -58.66   18998   17600    7152  -31197   36526
  -40.000  215.000   22.06  -57.67   19070   17674    7163  -30131   35659
  -40.000  220.000   21.98  -56.67   19115   17726    7155  -29065   34788
  -40.000  225.000   21.89  -55.65   19131   17752    7133  -27993   33906
  -40.000  230.000   21.79  -54.61   19116   17750    7097  -26909   33008
  -40.000  235.000   21.68  -53.53   19070   17721    7045  -25803   32085
  -40.000  240.000   21.54  -52.40   18993   17667    6972  -24665   31130
  -40.000  245.000   21.31  -51.20   18883   17591    6863  -23488   30137
  -40.000  250.000   20.95  -49.92   18738   17498    6701  -22270   29104
  -40.000  255.000   20.38  -48.56   18554   17393    6461  -21019   28036
  -40.000  260.000   19.50  -47.14   18327   17276    6116  -19752   26945
  -40.000  265.000   18.22  -45.71   18049   17143    5644  -18501   25846
  -40.000  270.000   16.49  -44.33   17715   16986    5029  -17307   24765
  -40.000  275.000   14.26  -43.11   17324   16790    4268  -16220   23732
  -40.000  280.000   11.53  -42.17   16882   16541    3375  -15292   22778
  -40.000  285.000    8.36  -41.62   16398   16223    2384  -14570   21936
  -40.000  290.000    4.85  -41.56   15885   15828    1343  -14085   21230
  -40.000  295.000    1.14  -42.05   15356   15353     307  -13851   20679
  -40.000  300.000   -2.58  -43.08   14819   14804    -667  -13856   20288
  -40.000  305.000   -6.14  -44.58   14279   14197   -1528  -14070   20046
  -40.000  310.000   -9.40  -46.44   13736   13551   -2243  -14446   19934
  -40.000  315.000  -12.24  -48.54   13189   12889   -2797  -14931   19922
  -40.000  320.000  -14.63  -50.75   12642   12232   -3193  -15471   19979
  -40.000  325.000  -16.56  -52.94   12101   11599   -3449  -16022   20078
  -40.000  330.000  -18.07  -55.03   11575   11004   -3590  -16550   20196
  -40.000  335.000  -19.22  -56.97   11076   10458   -3646  -17037   20320
  -40.000  340.000  -20.08  -58.72   10615    9970   -3644  -17470   20442
  -40.000  345.000  -20.71  -60.24   10207    9547   -3609  -17848   20560
  -40.000  350.000  -21.17  -61.50    9867    9201   -3564  -18170   20676
  -40.000  355.000  -21.57  -62.47    9613    8940   -3534  -18442   20798
  -35.000    0.000  -21.54  -63.11    9454    8793   -3471  -18639   20899
  -35.000    5.000  -21.42  -63.63    9363    8717   -3419  -18889   21082
  -35.000   10.000  -21.57  -63.78    9412    8753   -3460  -19114   21306
  -35.000   15.000  -22.14  -63.60    9607    8899   -3620  -19356   21609
  -35.000   20.000  -23.17  -63.17    9946    9144   -3914  -19666   22038
  -35.000   25.000  -24.63  -62.60   10416    9469   -4341  -20100   22638
  -35.000   30.000  -26.38  -62.04   10994    9849   -4884  -20708   23445
  -35.000   35.000  -28.24  -61.60   11644   10258   -5509  -21532   24479
  -35.000   40.000  -30.02  -61.39   12324   10671   -6165  -22596   25738
  -35.000   45.000  -31.56  -61.48   12987   11066   -6797  -23902   27202
  -35.000   50.000  -32.72  -61.88   13589   11433   -7346  -25428   28831
  -35.000   55.000  -33.40  -62.54   14097   11768   -7761  -27132   30575
  -35.000   60.000  -33.54  -63.42   14490   12078   -8005  -28957   32380
  -35.000   65.000  -33.08  -64.42   14763   12371   -8058  -30840   34192
  -35.000   70.000  -32.00  -65.47   14929   12660   -7912  -32719   35964
  -35.000   75.000  -30.30  -66.51   15009   12958   -7573  -34536   37656
  -35.000   80.000  -27.99  -67.47   15033   13275   -7055  -36236   39231
  -35.000   85.000  -25.09  -68.29   15042   13623   -6378  -37772   40657
  -35.000   90.000  -21.70  -68.92   15077   14008   -5575  -39105   41910
  -35.000   95.000  -17.99  -69.33   15172   14430   -4686  -40205   42972
  -35.000  100.000  -14.18  -69.50   15348   14880   -3760  -41060   43835
  -35.000  105.000  -10.48  -69.48   15603   15343   -2837  -41679   44504
  -35.000  110.000   -7.04  -69.29   15915   15795   -1949  -42085   44994
  -35.000  115.000   -3.91  -68.98   16254   16216   -1109  -42308   45323
  -35.000  120.000   -1.09  -68.62   16592   16589    -316  -42375   45507
  -35.000  125.000    1.49  -68.20   16916   16911     440  -42304   45561
  -35.000  130.000    3.89  -67.75   17223   17183    1169  -42107   45493
  -35.000  135.000    6.15  -67.26   17516   17415    1875  -41786   45309
  -35.000  140.000    8.26  -66.70   17803   17618    2557  -41345   45015
  -35.000  145.000   10.22  -66.08   18088   17801    3209  -40788   44619
  -35.000  150.000   12.01  -65.39   18373   17971    3823  -40121   44128
  -35.000  155.000   13.61  -64.63   18658   18134    4392  -39349   43549
  -35.000  160.000   15.01  -63.80   18938   18291    4904  -38484   42891
  -35.000  165.000   16.18  -62.91   19204   18444    5352  -37538   42165
  -35.000  170.000   17.12  -61.97   19450   18587    5727  -36528   41383
  -35.000  175.000   17.85  -61.00   19665   18719    6028  -35475   40561
  -35.000  180.000   18.39  -60.02   19846   18833    6260  -34398   39712
  -35.000  185.000   18.77  -59.03   19991   18928    6433  -33312   38850
  -35.000  190.000   19.04  -58.04   20104   19004    6558  -32226   37983
  -35.000  195.000   19.22  -57.05   20187   19062    6646  -31145   37115
  -35.000  200.000   19.34  -56.05   20246   19104    6704  -30069   36250
  -35.000  205.000   19.40  -55.03   20283   19131    6737  -28999   35388
  -35.000  210.000   19.41  -54.00   20298   19144    6745  -27934   34530
  -35.000  215.000   19.37  -52.95   20291   19142    6731  -26876   33676
  -35.000  220.000   19.30  -51.89   20259   19120    6696  -25824   32822
  -35.000  225.000   19.20  -50.81   20199   19075    6643  -24778   31968
  -35.000  230.000   19.09  -49.73   20108   19003    6575  -23734   31107
  -35.000  235.000   18.96  -48.62   19985   18901    6492  -22683   30231
  -35.000  240.000   18.80  -47.47   19830   18772    6392  -21617   29335
  -35.000  245.000   18.60  -46.26   19643   18617    6265  -20524   28410
  -35.000  250.000   18.28  -44.96   19425   18444    6094  -19399   27452
  -35.000  255.000   17.78  -43.58   19172   18256    5855  -18241   26463
  -35.000  260.000   16.99  -42.11   18881   18056    5517  -17065   25450
  -35.000  265.000   15.82  -40.60   18545   17843    5054  -15898   24426
  -35.000  270.000   14.16  -39.15   18159   17607    4443  -14782   23415
  -35.000  275.000   11.98  -37.85   17723   17337    3678  -13773   22446
  -35.000  280.000    9.25  -36.87   17242   17017    2772  -12930   21552
  -35.000  285.000    6.03  -36.35   16727   16634    1758  -12307   20767
  -35.000  290.000    2.44  -36.41   16194   16179     690  -11943   20121
  -35.000  295.000   -1.35  -37.13   15655   15651    -369  -11851   19635
  -35.000  300.000   -5.14  -38.48   15119   15058   -1356  -12020   19315
  -35.000  305.000   -8.74  -40.40   14585   14416   -2216  -12414   19153
  -35.000  310.000  -11.97  -42.73   14048   13743   -2914  -12977   19125
  -35.000  315.000  -14.74  -45.31   13504   13060   -3435  -13650   19201
  -35.000  320.000  -16.99  -47.97   12953   12388   -3784  -14372   19348
  -35.000  325.000  -18.74  -50.60   12400   11742   -3984  -15096   19536
  -35.000  330.000  -20.04  -53.10   11854   11136   -4063  -15788   19743
  -35.000  335.000  -20.96  -55.42   11327   10577   -4052  -16428   19954
  -35.000  340.000  -21.55  -57.51   10830   10073   -3978  -17007   20163
  -35.000  345.000  -21.84  -59.36   10376    9631   -3861  -17520   20362
  -35.000  350.000  -21.89  -60.94    9982    9262   -3721  -17964   20551
  -35.000  355.000  -21.75  -62.20    9667    8979   -3582  -18335   20727
  -30.000    0.000  -20.33  -62.13    9893    9277   -3437  -18711   21165
  -30.000    5.000  -19.49  -62.83    9763    9204   -3257  -19019   21378
  -30.000   10.000  -18.86  -63.09    9774    9250   -3159  -19254   21593
  -30.000   15.000  -18.65  -62.94    9941    9419   -3178  -19456   21849
  -30.000   20.000  -18.98  -62.45   10264    9706   -3338  -19677   22193
  -30.000   25.000  -19.86  -61.74   10737   10098   -3648  -19977   22680
  -30.000   30.000  -21.18  -60.96   11339   10573   -4097  -20421   23358
  -30.000   35.000  -22.75  -60.25   12040   11103   -4655  -21063   24261
  -30.000   40.000  -24.33  -59.74   12798   11661   -5273  -21940   25400
  -30.000   45.000  -25.73  -59.54   13566   12221   -5890  -23066   26760
  -30.000   50.000  -26.77  -59.66   14297   12764   -6440  -24427   28303
  -30.000   55.000  -27.34  -60.08   14952   13282   -6866  -25980   29975
  -30.000   60.000  -27.35  -60.73   15507   13773   -7124  -27667   31716
  -30.000   65.000  -26.79  -61.53   15954   14241   -7191  -29418   33466
  -30.000   70.000  -25.66  -62.39   16301   14694   -7059  -31167   35172
  -30.000   75.000  -23.97  -63.24   16568   15139   -6731  -32849   36791
  -30.000   80.000  -21.76  -64.00   16782   15586   -6221  -34408   38282
  -30.000   85.000  -19.09  -64.62   16978   16045   -5552  -35790   39612
  -30.000   90.000  -16.06  -65.05   17194   16522   -4758  -36950   40754
  -30.000   95.000  -12.87  -65.24   17458   17020   -3887  -37858   41689
  -30.000  100.000   -9.70  -65.21   17783   17529   -2995  -38507   42414
  -30.000  105.000   -6.74  -64.99   18157   18031   -2132  -38915   42943
  -30.000  110.000   -4.11  -64.63   18551   18503   -1329  -39122   43298
  -30.000  115.000   -1.80  -64.21   18931   18922    -594  -39173   43508
  -30.000  120.000    0.26  -63.76   19275   19274      86  -39103   43595
  -30.000  125.000    2.14  -63.31   19571   19558     733  -38932   43575
  -30.000  130.000    3.94  -62.85   19826   19779    1364  -38665   43452
  -30.000  135.000    5.69  -62.36   20052   19953    1988  -38297   43229
  -30.000  140.000    7.38  -61.82   20261   20093    2603  -37824   42908
  -30.000  145.000    9.00  -61.21   20462   20210    3199  -37242   42493
  -30.000  150.000   10.51  -60.53   20660   20313    3769  -36555   41989
  -30.000  155.000   11.90  -59.75   20855   20407    4299  -35767   41403
  -30.000  160.000   13.12  -58.90   21044   20495    4777  -34885   40741
  -30.000  165.000   14.16  -57.97   21220   20575    5192  -33923   40014
  -30.000  170.000   15.00  -56.99   21374   20646    5534  -32901   39235
  -30.000  175.000   15.65  -55.97   21498   20701    5800  -31841   38419
  -30.000  180.000   16.13  -54.94   21587   20737    5997  -30764   37582
  -30.000  185.000   16.47  -53.91   21639   20751    6136  -29686   36736
  -30.000  190.000   16.72  -52.88   21659   20743    6232  -28615   35888
  -30.000  195.000   16.90  -51.84   21652   20716    6295  -27553   35042
  -30.000  200.000   17.03  -50.79   21622   20673    6334  -26499   34201
  -30.000  205.000   17.12  -49.71   21573   20617    6350  -25451   33364
  -30.000  210.000   17.15  -48.62   21507   20550    6343  -24409   32532
  -30.000  215.000   17.14  -47.50   21422   20471    6313  -23375   31707
  -30.000  220.000   17.07  -46.36   21318   20378    6258  -22353   30888
  -30.000  225.000   16.96  -45.21   21189   20267    6181  -21344   30076
  -30.000  230.000   16.82  -44.05   21034   20134    6086  -20350   29266
  -30.000  235.000   16.65  -42.89   20850   19975    5975  -19365   28455
  -30.000  240.000   16.47  -41.69   20638   19791    5851  -18381   27636
  -30.000  245.000   16.24  -40.44   20399   19584    5706  -17384   26801
  -30.000  250.000   15.93  -39.10   20133   19360    5525  -16363   25944
  -30.000  255.000   15.45  -37.66   19840   19123    5285  -15312   25062
  -30.000  260.000   14.70  -36.12   19513   18874    4952  -14241   24157
  -30.000  265.000   13.58  -34.53   19146   18611    4494  -13172   23239
  -30.000  270.000   11.97  -32.97   18733   18325    3885  -12151   22328
  -30.000  275.000    9.81  -31.59   18272   18005    3113  -11236   21450
  -30.000  280.000    7.08  -30.57   17771   17635    2190  -10495   20639
  -30.000  285.000    3.84  -30.08   17244   17205    1155   -9990   19928
  -30.000  290.000    0.22  -30.29   16708   16708      63   -9761   19351
  -30.000  295.000   -3.60  -31.28   16178   16146   -1015   -9827   18928
  -30.000  300.000   -7.38  -33.01   15657   15527   -2011  -10170   18670
  -30.000  305.000  -10.92  -35.38   15140   14866   -2867  -10750   18569
  -30.000  310.000  -14.04  -38.20   14619   14182   -3546  -11505   18603
  -30.000  315.000  -16.65  -41.28   14085   13495   -4035  -12367   18744
  -30.000  320.000  -18.71  -44.44   13537   12822   -4341  -13273   18958
  -30.000  325.000  -20.24  -47.51   12980   12179   -4490  -14171   19217
  -30.000  330.000  -21.29  -50.41   12427   11579   -4513  -15029   19502
  -30.000  335.000  -21.95  -53.09   11890   11028   -4444  -15830   19798
  -30.000  340.000  -22.24  -55.51   11380   10533   -4306  -16565   20097
  -30.000  345.000  -22.19  -57.66   10908   10101   -4119  -17229   20392
  -30.000  350.000  -21.82  -59.51   10490    9739   -3899  -17815   20674
  -30.000  355.000  -21.16  -61.01   10144    9460   -3662  -18311   20933
  -25.000    0.000  -18.36  -59.93   10830   10279   -3412  -18704   21613
  -25.000    5.000  -16.93  -60.71   10701   10238   -3116  -19081   21877
  -25.000   10.000  -15.65  -61.03   10707   10310   -2889  -19342   22108
  -25.000   15.000  -14.77  -60.90   10864   10505   -2770  -19516   22336
  -25.000   20.000  -14.47  -60.37   11179   10824   -2792  -19652   22609
  -25.000   25.000  -14.79  -59.55   11648   11262   -2974  -19815   22985
  -25.000   30.000  -15.69  -58.59   12257   11801   -3314  -20076   23522
  -25.000   35.000  -16.97  -57.66   12982   12417   -3789  -20502   24266
  -25.000   40.000  -18.41  -56.89   13788   13083   -4354  -21146   25244
  -25.000   45.000  -19.75  -56.42   14630   13770   -4943  -22036   26451
  -25.000   50.000  -20.79  -56.28   15461   14455   -5487  -23168   27854
  -25.000   55.000  -21.38  -56.47   16241   15123   -5922  -24506   29399
  -25.000   60.000  -21.46  -56.90   16940   15765   -6198  -25990   31023
  -25.000   65.000  -21.00  -57.51   17545   16379   -6289  -27551   32663
  -25.000   70.000  -20.02  -58.20   18056   16965   -6183  -29119   34263
  -25.000   75.000  -18.56  -58.88   18488   17527   -5883  -30626   35774
  -25.000   80.000  -16.64  -59.50   18860   18070   -5400  -32012   37154
  -25.000   85.000  -14.34  -59.97   19202   18604   -4754  -33217   38368
  -25.000   90.000  -11.76  -60.25   19545   19134   -3984  -34190   39382
  -25.000   95.000   -9.08  -60.29   19913   19664   -3144  -34898   40180
  -25.000  100.000   -6.50  -60.11   20315   20184   -2298  -35337   40760
  -25.000  105.000   -4.16  -59.74   20735   20680   -1503  -35536   41143
  -25.000  110.000   -2.15  -59.26   21142   21127    -792  -35550   41362
  -25.000  115.000   -0.44  -58.75   21507   21506    -166  -35440   41455
  -25.000  120.000    1.05  -58.26   21808   21805     400  -35250   41451
  -25.000  125.000    2.45  -57.79   22045   22025     941  -34999   41363
  -25.000  130.000    3.82  -57.35   22228   22178    1481  -34683   41195
  -25.000  135.000    5.21  -56.87   22375   22282    2032  -34287   40942
  -25.000  140.000    6.61  -56.34   22502   22352    2589  -33797   40602
  -25.000  145.000    7.98  -55.74   22620   22401    3140  -33205   40177
  -25.000  150.000    9.30  -55.04   22734   22436    3672  -32511   39671
  -25.000  155.000   10.52  -54.24   22846   22462    4171  -31717   39089
  -25.000  160.000   11.62  -53.34   22951   22481    4621  -30832   38436
  -25.000  165.000   12.55  -52.35   23044   22493    5008  -29868   37724
  -25.000  170.000   13.31  -51.29   23115   22494    5320  -28846   36965
  -25.000  175.000   13.88  -50.20   23156   22479    5555  -27793   36175
  -25.000  180.000   14.29  -49.09   23161   22444    5718  -26732   35370
  -25.000  185.000   14.59  -47.99   23129   22384    5826  -25681   34561
  -25.000  190.000   14.80  -46.90   23065   22300    5893  -24645   33755
  -25.000  195.000   14.97  -45.80   22974   22194    5933  -23625   32953
  -25.000  200.000   15.10  -44.69   22861   22072    5954  -22616   32158
  -25.000  205.000   15.19  -43.56   22731   21937    5957  -21616   31368
  -25.000  210.000   15.25  -42.39   22588   21793    5941  -20621   30585
  -25.000  215.000   15.25  -41.19   22432   21642    5901  -19634   29811
  -25.000  220.000   15.20  -39.97   22261   21483    5835  -18660   29047
  -25.000  225.000   15.08  -38.73   22073   21313    5743  -17705   28296
  -25.000  230.000   14.92  -37.49   21865   21128    5629  -16773   27558
  -25.000  235.000   14.73  -36.25   21637   20926    5500  -15863   26829
  -25.000  240.000   14.51  -34.98   21389   20707    5358  -14965   26105
  -25.000  245.000   14.25  -33.66   21123   20473    5200  -14065   25377
  -25.000  250.000   13.92  -32.25   20839   20227    5013  -13146   24639
  -25.000  255.000   13.44  -30.72   20532   19970    4771  -12200   23883
  -25.000  260.000   12.70  -29.07   20197   19703    4440  -11229   23108
  -25.000  265.000   11.59  -27.36   19822   19418    3981  -10258   22319
  -25.000  270.000    9.99  -25.69   19402   19108    3366   -9333   21530
  -25.000  275.000    7.83  -24.22   18937   18760    2581   -8520   20765
  -25.000  280.000    5.10  -23.17   18435   18362    1639   -7891   20053
  -25.000  285.000    1.85  -22.76   17915   17905     580   -7514   19427
  -25.000  290.000   -1.76  -23.14   17396   17387    -534   -7436   18918
  -25.000  295.000   -5.53  -24.42   16891   16812   -1628   -7669   18550
  -25.000  300.000   -9.23  -26.55   16401   16189   -2630   -8196   18335
  -25.000  305.000  -12.63  -29.40   15917   15531   -3481   -8968   18269
  -25.000  310.000  -15.58  -32.75   15422   14856   -4142   -9919   18337
  -25.000  315.000  -17.98  -36.36   14908   14180   -4601  -10976   18513
  -25.000  320.000  -19.79  -40.03   14371   13522   -4866  -12070   18768
  -25.000  325.000  -21.05  -43.57   13822   12899   -4965  -13149   19077
  -25.000  330.000  -21.81  -46.89   13275   12324   -4933  -14178   19423
  -25.000  335.000  -22.14  -49.91   12747   11807   -4804  -15141   19793
  -25.000  340.000  -22.08  -52.61   12252   11353   -4605  -16033   20178
  -25.000  345.000  -21.65  -54.99   11800   10967   -4353  -16848   20569
  -25.000  350.000  -20.85  -57.03   11401   10654   -4058  -17575   20949
  -25.000  355.000  -19.73  -58.69   11071   10422   -3737  -18199   21302
  -20.000    0.000  -15.85  -56.27   12279   11813   -3354  -18392   22114
  -20.000    5.000  -14.05  -57.05   12203   11838   -2963  -18826   22435
  -20.000   10.000  -12.38  -57.35   12245   11960   -2626  -19107   22694
  -20.000   15.000  -11.07  -57.18   12420   12188   -2385  -19255   22913
  -20.000   20.000  -10.30  -56.59   12738   12532   -2278  -19312   23134
  -20.000   25.000  -10.18  -55.68   13201   12993   -2332  -19339   23415
  -20.000   30.000  -10.68  -54.59   13801   13562   -2558  -19410   23817
  -20.000   35.000  -11.68  -53.47   14522   14222   -2941  -19605   24398
  -20.000   40.000  -12.96  -52.50   15336   14946   -3439  -19990   25195
  -20.000   45.000  -14.25  -51.82   16207   15708   -3989  -20608   26218
  -20.000   50.000  -15.33  -51.47   17092   16483   -4519  -21467   27440
  -20.000   55.000  -16.03  -51.47   17950   17252   -4958  -22541   28815
  -20.000   60.000  -16.27  -51.74   18750   17999   -5254  -23774   30278
  -20.000   65.000  -16.02  -52.20   19472   18715   -5375  -25099   31766
  -20.000   70.000  -15.30  -52.75   20109   19396   -5307  -26446   33223
  -20.000   75.000  -14.15  -53.33   20664   20038   -5050  -27749   34598
  -20.000   80.000  -12.59  -53.84   21151   20642   -4610  -28942   35847
  -20.000   85.000  -10.69  -54.22   21590   21215   -4007  -29961   36929
  -20.000   90.000   -8.57  -54.41   22005   21760   -3278  -30747   37811
  -20.000   95.000   -6.36  -54.36   22417   22279   -2483  -31264   38470
  -20.000  100.000   -4.25  -54.07   22831   22768   -1694  -31507   38910
  -20.000  105.000   -2.40  -53.61   23232   23212    -975  -31518   39155
  -20.000  110.000   -0.87  -53.05   23595   23593    -359  -31366   39250
  -20.000  115.000    0.38  -52.49   23895   23894     159  -31124   39238
  -20.000  120.000    1.47  -51.98   24118   24110     617  -30843   39153
  -20.000  125.000    2.50  -51.53   24268   24245    1059  -30539   39008
  -20.000  130.000    3.58  -51.10   24363   24315    1520  -30198   38801
  -20.000  135.000    4.72  -50.66   24422   24339    2009  -29794   38524
  -20.000  140.000    5.91  -50.14   24464   24333    2520  -29303   38172
  -20.000  145.000    7.12  -49.53   24498   24309    3035  -28714   37744
  -20.000  150.000    8.29  -48.80   24529   24273    3537  -28024   37243
  -20.000  155.000    9.40  -47.96   24560   24230    4011  -27237   36674
  -20.000  160.000   10.40  -46.99   24585   24181    4439  -26358   36044
  -20.000  165.000   11.26  -45.92   24600   24126    4804  -25402   35361
  -20.000  170.000   11.95  -44.76   24595   24062    5091  -24392   34640
  -20.000  175.000   12.46  -43.56   24561   23983    5298  -23358   33895
  -20.000  180.000   12.81  -42.35   24493   23883    5431  -22327   33142
  -20.000  185.000   13.05  -41.15   24389   23759    5508  -21316   32391
  -20.000  190.000   13.22  -39.98   24252   23609    5548  -20334   31648
  -20.000  195.000   13.36  -38.81   24088   23436    5565  -19376   30914
  -20.000  200.000   13.47  -37.64   23903   23245    5569  -18437   30188
  -20.000  205.000   13.57  -36.45   23705   23043    5562  -17508   29469
  -20.000  210.000   13.64  -35.22   23496   22834    5540  -16586   28760
  -20.000  215.000   13.66  -33.95   23280   22622    5497  -15670   28063
  -20.000  220.000   13.61  -32.64   23056   22408    5427  -14766   27379
  -20.000  225.000   13.50  -31.31   22822   22192    5329  -13883   26713
  -20.000  230.000   13.33  -29.98   22578   21970    5208  -13026   26067
  -20.000  235.000   13.13  -28.65   22324   21741    5069  -12197   25439
  -20.000  240.000   12.89  -27.30   22062   21506    4921  -11385   24826
  -20.000  245.000   12.61  -25.88   21791   21265    4759  -10573   24221
  -20.000  250.000   12.27  -24.37   21511   21020    4570   -9744   23615
  -20.000  255.000   11.77  -22.73   21213   20768    4326   -8885   22999
  -20.000  260.000   11.02  -20.96   20888   20503    3991   -8000   22367
  -20.000  265.000    9.89  -19.12   20522   20218    3525   -7114   21720
  -20.000  270.000    8.28  -17.34   20110   19901    2895   -6279   21068
  -20.000  275.000    6.10  -15.81   19654   19542    2090   -5565   20426
  -20.000  280.000    3.36  -14.77   19167   19134    1124   -5053   19822
  -20.000  285.000    0.12  -14.45   18672   18672      41   -4811   19282
  -20.000  290.000   -3.44  -15.04   18191   18158   -1093   -4887   18836
  -20.000  295.000   -7.12  -16.62   17733   17596   -2199   -5292   18506
  -20.000  300.000  -10.68  -19.14   17297   16997   -3206   -6003   18309
  -20.000  305.000  -13.90  -22.45   16864   16370   -4052   -6969   18247
  -20.000  310.000  -16.63  -26.32   16415   15729   -4698   -8120   18314
  -20.000  315.000  -18.78  -30.47   15938   15089   -5131   -9378   18492
  -20.000  320.000  -20.31  -34.66   15429   14470   -5356  -10669   18759
  -20.000  325.000  -21.26  -38.69   14904   13889   -5404  -11936   19094
  -20.000  330.000  -21.67  -42.41   14382   13366   -5311  -13139   19480
  -20.000  335.000  -21.61  -45.76   13887   12911   -5116  -14260   19905
  -20.000  340.000  -21.14  -48.70   13438   12533   -4847  -15294   20359
  -20.000  345.000  -20.30  -51.22   13044   12234   -4525  -16237   20828
  -20.000  350.000  -19.10  -53.34   12714   12015   -4159  -17080   21293
  -20.000  355.000  -17.58  -55.03   12455   11873   -3763  -17805   21729
  -15.000    0.000  -13.15  -51.01   14197   13824   -3231  -17535   22562
  -15.000    5.000  -11.23  -51.68   14214   13942   -2769  -17987   22925
  -15.000   10.000   -9.44  -51.89   14324   14130   -2350  -18264   23211
  -15.000   15.000   -7.96  -51.65   14539   14399   -2013  -18376   23432
  -15.000   20.000   -6.94  -50.99   14869   14760   -1796  -18355   23622
  -15.000   25.000   -6.51  -49.99   15322   15223   -1736  -18253   23832
  -15.000   30.000   -6.69  -48.78   15897   15788   -1852  -18145   24123
  -15.000   35.000   -7.41  -47.52   16584   16445   -2140  -18113   24558
  -15.000   40.000   -8.50  -46.40   17365   17175   -2566  -18238   25183
  -15.000   45.000   -9.70  -45.56   18214   17954   -3069  -18576   26016
  -15.000   50.000  -10.79  -45.08   19096   18758   -3576  -19147   27041
  -15.000   55.000  -11.59  -44.94   19974   19567   -4014  -19934   28219
  -15.000   60.000  -12.00  -45.10   20817   20363   -4326  -20891   29492
  -15.000   65.000  -11.97  -45.47   21601   21131   -4479  -21954   30799
  -15.000   70.000  -11.52  -45.95   22311   21861   -4456  -23059   32085
  -15.000   75.000  -10.68  -46.46   22941   22544   -4252  -24140   33302
  -15.000   80.000   -9.48  -46.93   23496   23175   -3869  -25131   34404
  -15.000   85.000   -7.97  -47.27   23984   23753   -3325  -25966   35348
  -15.000   90.000   -6.24  -47.42   24424   24279   -2655  -26578   36096
