 Date = 2008.000     Altitude =   565.000 km      geodetic  

      Lat     Long       D       I       H       X       Y       Z       F
  -85.000  180.000  139.87  -76.94   10149   -7759    6541  -43740   44901
  -85.000  185.000  134.17  -76.79   10242   -7136    7347  -43621   44808
  -85.000  190.000  128.55  -76.61   10348   -6449    8092  -43482   44697
  -85.000  195.000  123.04  -76.42   10465   -5705    8773  -43324   44570
  -85.000  200.000  117.61  -76.21   10592   -4909    9385  -43148   44429
  -85.000  205.000  112.29  -75.98   10726   -4068    9924  -42954   44273
  -85.000  210.000  107.06  -75.74   10866   -3188   10388  -42746   44105
  -85.000  215.000  101.92  -75.48   11010   -2274   10773  -42524   43926
  -85.000  220.000   96.87  -75.22   11157   -1335   11077  -42289   43736
  -85.000  225.000   91.91  -74.95   11305    -377   11299  -42044   43537
  -85.000  230.000   87.03  -74.67   11452     594   11437  -41790   43331
  -85.000  235.000   82.22  -74.40   11598    1570   11491  -41530   43119
  -85.000  240.000   77.48  -74.12   11740    2545   11461  -41264   42902
  -85.000  245.000   72.81  -73.84   11879    3511   11348  -40995   42681
  -85.000  250.000   68.19  -73.57   12012    4463   11152  -40725   42459
  -85.000  255.000   63.63  -73.30   12138    5392   10875  -40455   42237
  -85.000  260.000   59.11  -73.04   12258    6293   10519  -40188   42016
  -85.000  265.000   54.64  -72.79   12370    7159   10088  -39925   41797
  -85.000  270.000   50.20  -72.54   12474    7985    9584  -39668   41584
  -85.000  275.000   45.80  -72.31   12570    8763    9011  -39420   41375
  -85.000  280.000   41.43  -72.10   12656    9490    8374  -39181   41175
  -85.000  285.000   37.08  -71.90   12734   10159    7678  -38954   40983
  -85.000  290.000   32.75  -71.71   12804   10768    6927  -38740   40801
  -85.000  295.000   28.45  -71.54   12864   11311    6127  -38540   40631
  -85.000  300.000   24.15  -71.39   12915   11785    5284  -38357   40473
  -85.000  305.000   19.86  -71.26   12959   12188    4403  -38191   40329
  -85.000  310.000   15.59  -71.14   12994   12516    3491  -38043   40201
  -85.000  315.000   11.31  -71.05   13021   12768    2554  -37915   40088
  -85.000  320.000    7.03  -70.97   13040   12942    1597  -37807   39992
  -85.000  325.000    2.75  -70.91   13052   13037     627  -37720   39915
  -85.000  330.000   -1.53  -70.88   13057   13052    -349  -37656   39855
  -85.000  335.000   -5.83  -70.86   13055   12987   -1326  -37614   39815
  -85.000  340.000  -10.14  -70.86   13046   12842   -2297  -37596   39795
  -85.000  345.000  -14.47  -70.89   13030   12617   -3255  -37600   39794
  -85.000  350.000  -18.82  -70.93   13009   12313   -4196  -37629   39814
  -85.000  355.000  -23.19  -70.99   12980   11932   -5111  -37681   39854
  -80.000    0.000  -24.56  -68.27   13696   12458   -5692  -34360   36989
  -80.000    5.000  -28.54  -68.44   13647   11989   -6519  -34537   37135
  -80.000   10.000  -32.56  -68.64   13591   11455   -7316  -34759   37321
  -80.000   15.000  -36.65  -68.88   13529   10855   -8075  -35025   37547
  -80.000   20.000  -40.78  -69.15   13457   10190   -8790  -35335   37811
  -80.000   25.000  -44.97  -69.46   13375    9462   -9453  -35688   38112
  -80.000   30.000  -49.22  -69.79   13280    8674  -10056  -36083   38449
  -80.000   35.000  -53.53  -70.17   13171    7828  -10592  -36516   38818
  -80.000   40.000  -57.91  -70.57   13045    6931  -11052  -36985   39218
  -80.000   45.000  -62.35  -71.01   12902    5987  -11428  -37486   39644
  -80.000   50.000  -66.86  -71.48   12738    5006  -11714  -38017   40094
  -80.000   55.000  -71.45  -71.97   12554    3994  -11902  -38571   40563
  -80.000   60.000  -76.12  -72.49   12348    2962  -11988  -39145   41046
  -80.000   65.000  -80.88  -73.03   12121    1921  -11968  -39732   41539
  -80.000   70.000  -85.74  -73.60   11871     881  -11838  -40326   42037
  -80.000   75.000  -90.72  -74.17   11601    -145  -11600  -40923   42535
  -80.000   80.000  -95.82  -74.76   11311   -1147  -11252  -41515   43028
  -80.000   85.000 -101.07  -75.35   11004   -2112  -10799  -42097   43511
  -80.000   90.000 -106.48  -75.94   10683   -3030  -10244  -42662   43979
  -80.000   95.000 -112.07  -76.53   10351   -3889   -9593  -43205   44427
  -80.000  100.000 -117.86  -77.10   10014   -4680   -8853  -43720   44852
  -80.000  105.000 -123.88  -77.65    9676   -5394   -8034  -44202   45249
  -80.000  110.000 -130.14  -78.18    9345   -6024   -7144  -44647   45614
  -80.000  115.000 -136.66  -78.67    9026   -6565   -6194  -45051   45946
  -80.000  120.000 -143.45  -79.12    8726   -7010   -5196  -45410   46241
  -80.000  125.000 -150.51  -79.52    8454   -7359   -4161  -45723   46498
  -80.000  130.000 -157.83  -79.87    8216   -7609   -3100  -45986   46714
  -80.000  135.000 -165.38  -80.15    8019   -7759   -2025  -46199   46890
  -80.000  140.000 -173.10  -80.37    7869   -7812    -945  -46361   47024
  -80.000  145.000  179.06  -80.51    7770   -7769     127  -46473   47118
  -80.000  150.000  171.18  -80.57    7725   -7634    1184  -46533   47170
  -80.000  155.000  163.35  -80.56    7735   -7411    2216  -46544   47182
  -80.000  160.000  155.65  -80.48    7797   -7104    3215  -46507   47156
  -80.000  165.000  148.14  -80.33    7910   -6719    4175  -46422   47092
  -80.000  170.000  140.89  -80.11    8068   -6261    5090  -46293   46991
  -80.000  175.000  133.93  -79.84    8267   -5736    5953  -46121   46856
  -80.000  180.000  127.29  -79.51    8499   -5149    6761  -45908   46688
  -80.000  185.000  120.97  -79.14    8759   -4507    7510  -45656   46489
  -80.000  190.000  114.96  -78.73    9042   -3815    8197  -45368   46261
  -80.000  195.000  109.24  -78.28    9341   -3079    8819  -45047   46005
  -80.000  200.000  103.80  -77.81    9652   -2302    9373  -44693   45724
  -80.000  205.000   98.61  -77.32    9970   -1492    9858  -44311   45419
  -80.000  210.000   93.63  -76.81   10292    -652   10271  -43902   45092
  -80.000  215.000   88.86  -76.28   10613     212   10610  -43469   44746
  -80.000  220.000   84.25  -75.74   10930    1094   10875  -43015   44382
  -80.000  225.000   79.80  -75.20   11240    1991   11062  -42543   44002
  -80.000  230.000   75.47  -74.65   11541    2896   11171  -42055   43609
  -80.000  235.000   71.25  -74.11   11829    3803   11201  -41554   43205
  -80.000  240.000   67.12  -73.57   12104    4706   11152  -41045   42792
  -80.000  245.000   63.06  -73.04   12363    5600   11022  -40530   42374
  -80.000  250.000   59.07  -72.52   12604    6478   10812  -40013   41951
  -80.000  255.000   55.13  -72.01   12826    7332   10523  -39498   41528
  -80.000  260.000   51.24  -71.52   13028    8157   10158  -38988   41107
  -80.000  265.000   47.37  -71.06   13209    8945    9719  -38487   40691
  -80.000  270.000   43.54  -70.62   13368    9691    9209  -38000   40283
  -80.000  275.000   39.73  -70.21   13507   10388    8633  -37529   39885
  -80.000  280.000   35.94  -69.82   13624   11031    7996  -37077   39501
  -80.000  285.000   32.17  -69.47   13721   11615    7305  -36649   39134
  -80.000  290.000   28.41  -69.16   13799   12137    6564  -36247   38785
  -80.000  295.000   24.66  -68.88   13858   12595    5782  -35874   38458
  -80.000  300.000   20.92  -68.63   13902   12985    4963  -35531   38154
  -80.000  305.000   17.19  -68.42   13930   13308    4116  -35221   37876
  -80.000  310.000   13.46  -68.25   13945   13562    3245  -34946   37626
  -80.000  315.000    9.73  -68.11   13949   13748    2357  -34707   37405
  -80.000  320.000    6.00  -68.00   13943   13867    1456  -34506   37216
  -80.000  325.000    2.26  -67.92   13929   13918     548  -34343   37060
  -80.000  330.000   -1.50  -67.88   13909   13904    -363  -34219   36938
  -80.000  335.000   -5.27  -67.87   13883   13824   -1274  -34136   36851
  -80.000  340.000   -9.06  -67.89   13853   13680   -2181  -34095   36802
  -80.000  345.000  -12.88  -67.94   13819   13472   -3080  -34096   36790
  -80.000  350.000  -16.73  -68.02   13782   13198   -3968  -34140   36817
  -80.000  355.000  -20.62  -68.13   13741   12861   -4840  -34228   36883
  -75.000    0.000  -22.69  -65.76   13951   12871   -5381  -30982   33978
  -75.000    5.000  -26.30  -65.98   13914   12473   -6166  -31216   34177
  -75.000   10.000  -29.99  -66.23   13879   12021   -6937  -31515   34436
  -75.000   15.000  -33.74  -66.53   13842   11510   -7689  -31879   34754
  -75.000   20.000  -37.56  -66.87   13800   10939   -8413  -32308   35132
  -75.000   25.000  -41.45  -67.26   13749   10305   -9101  -32805   35569
  -75.000   30.000  -45.40  -67.70   13683    9608   -9743  -33366   36063
  -75.000   35.000  -49.41  -68.20   13599    8848  -10326  -33991   36610
  -75.000   40.000  -53.47  -68.74   13490    8030  -10840  -34675   37207
  -75.000   45.000  -57.59  -69.34   13353    7158  -11273  -35414   37848
  -75.000   50.000  -61.76  -69.99   13183    6239  -11614  -36202   38527
  -75.000   55.000  -65.98  -70.69   12976    5282  -11852  -37031   39238
  -75.000   60.000  -70.27  -71.43   12729    4298  -11981  -37893   39974
  -75.000   65.000  -74.62  -72.22   12438    3298  -11993  -38779   40725
  -75.000   70.000  -79.06  -73.04   12103    2297  -11883  -39678   41483
  -75.000   75.000  -83.59  -73.89   11724    1308  -11651  -40581   42241
  -75.000   80.000  -88.25  -74.76   11300     344  -11295  -41477   42988
  -75.000   85.000  -93.07  -75.65   10835    -579  -10820  -42354   43718
  -75.000   90.000  -98.07  -76.55   10332   -1450  -10230  -43202   44420
  -75.000   95.000 -103.31  -77.45    9797   -2256   -9533  -44011   45088
  -75.000  100.000 -108.86  -78.34    9236   -2986   -8740  -44772   45715
  -75.000  105.000 -114.79  -79.22    8659   -3630   -7861  -45477   46294
  -75.000  110.000 -121.18  -80.07    8076   -4181   -6909  -46117   46819
  -75.000  115.000 -128.15  -80.87    7502   -4635   -5899  -46689   47287
  -75.000  120.000 -135.83  -81.62    6951   -4986   -4844  -47185   47695
  -75.000  125.000 -144.32  -82.29    6444   -5234   -3758  -47605   48039
  -75.000  130.000 -153.72  -82.87    6000   -5380   -2657  -47945   48319
  -75.000  135.000 -164.04  -83.32    5643   -5426   -1552  -48205   48535
  -75.000  140.000 -175.15  -83.64    5394   -5374    -456  -48387   48686
  -75.000  145.000  173.25  -83.80    5268   -5231     619  -48490   48775
  -75.000  150.000  161.60  -83.80    5272   -5002    1664  -48519   48804
  -75.000  155.000  150.37  -83.64    5400   -4694    2670  -48476   48775
  -75.000  160.000  139.91  -83.35    5638   -4314    3631  -48364   48692
  -75.000  165.000  130.43  -82.94    5965   -3868    4541  -48188   48556
  -75.000  170.000  121.95  -82.45    6359   -3365    5396  -47952   48372
  -75.000  175.000  114.41  -81.88    6800   -2810    6192  -47660   48143
  -75.000  180.000  107.69  -81.26    7273   -2210    6929  -47316   47871
  -75.000  185.000  101.68  -80.60    7765   -1572    7604  -46923   47561
  -75.000  190.000   96.25  -79.92    8267    -900    8218  -46485   47214
  -75.000  195.000   91.30  -79.21    8771    -199    8769  -46005   46833
  -75.000  200.000   86.74  -78.48    9272     528    9257  -45486   46421
  -75.000  205.000   82.49  -77.74    9766    1276    9683  -44931   45980
  -75.000  210.000   78.51  -76.98   10250    2042   10045  -44342   45512
  -75.000  215.000   74.72  -76.22   10720    2825   10342  -43723   45018
  -75.000  220.000   71.10  -75.46   11175    3620   10572  -43076   44501
  -75.000  225.000   67.60  -74.69   11611    4425   10735  -42403   43964
  -75.000  230.000   64.19  -73.91   12027    5237   10827  -41709   43408
  -75.000  235.000   60.84  -73.15   12419    6051   10845  -40996   42836
  -75.000  240.000   57.54  -72.39   12786    6862   10788  -40270   42251
  -75.000  245.000   54.26  -71.64   13124    7666   10653  -39535   41656
  -75.000  250.000   51.00  -70.90   13432    8454   10438  -38796   41056
  -75.000  255.000   47.73  -70.19   13708    9221   10143  -38060   40453
  -75.000  260.000   44.45  -69.51   13949    9958    9768  -37332   39853
  -75.000  265.000   41.16  -68.87   14155   10657    9317  -36618   39259
  -75.000  270.000   37.86  -68.26   14325   11311    8791  -35926   38677
  -75.000  275.000   34.54  -67.70   14460   11912    8198  -35260   38110
  -75.000  280.000   31.20  -67.19   14560   12454    7543  -34628   37564
  -75.000  285.000   27.86  -66.74   14627   12931    6836  -34032   37042
  -75.000  290.000   24.52  -66.35   14663   13341    6084  -33479   36549
  -75.000  295.000   21.17  -66.01   14672   13682    5298  -32971   36088
  -75.000  300.000   17.83  -65.73   14657   13953    4487  -32510   35661
  -75.000  305.000   14.49  -65.51   14621   14156    3659  -32098   35272
  -75.000  310.000   11.16  -65.34   14570   14295    2821  -31737   34922
  -75.000  315.000    7.84  -65.22   14508   14372    1980  -31426   34613
  -75.000  320.000    4.53  -65.14   14438   14393    1140  -31167   34348
  -75.000  325.000    1.22  -65.11   14364   14361     305  -30958   34128
  -75.000  330.000   -2.11  -65.11   14290   14280    -525  -30800   33953
  -75.000  335.000   -5.44  -65.14   14219   14155   -1349  -30694   33827
  -75.000  340.000   -8.80  -65.21   14152   13985   -2166  -30640   33751
  -75.000  345.000  -12.20  -65.30   14092   13773   -2978  -30640   33726
  -75.000  350.000  -15.64  -65.42   14038   13518   -3785  -30696   33754
  -75.000  355.000  -19.13  -65.58   13992   13219   -4586  -30809   33837
  -70.000    0.000  -21.61  -63.70   13749   12783   -5064  -27816   31028
  -70.000    5.000  -24.92  -63.94   13738   12459   -5788  -28088   31267
  -70.000   10.000  -28.31  -64.21   13740   12096   -6517  -28437   31583
  -70.000   15.000  -31.80  -64.53   13752   11688   -7247  -28871   31979
  -70.000   20.000  -35.37  -64.90   13766   11225   -7969  -29391   32455
  -70.000   25.000  -39.01  -65.34   13776   10704   -8672  -30001   33013
  -70.000   30.000  -42.72  -65.84   13774   10120   -9344  -30702   33650
  -70.000   35.000  -46.47  -66.41   13751    9471   -9970  -31491   34363
  -70.000   40.000  -50.25  -67.06   13699    8759  -10533  -32367   35146
  -70.000   45.000  -54.06  -67.79   13608    7987  -11018  -33321   35993
  -70.000   50.000  -57.88  -68.58   13471    7163  -11409  -34347   36894
  -70.000   55.000  -61.70  -69.45   13281    6295  -11694  -35434   37841
  -70.000   60.000  -65.54  -70.39   13030    5396  -11860  -36569   38821
  -70.000   65.000  -69.37  -71.38   12713    4479  -11898  -37738   39822
  -70.000   70.000  -73.22  -72.43   12327    3558  -11802  -38928   40833
  -70.000   75.000  -77.10  -73.52   11869    2650  -11569  -40121   41840
  -70.000   80.000  -81.02  -74.65   11339    1769  -11200  -41302   42830
  -70.000   85.000  -85.02  -75.80   10739     932  -10698  -42455   43792
  -70.000   90.000  -89.13  -76.98   10072     153  -10071  -43563   44712
  -70.000   95.000  -93.41  -78.17    9344    -555   -9327  -44612   45580
  -70.000  100.000  -97.93  -79.36    8562   -1181   -8480  -45589   46386
  -70.000  105.000 -102.82  -80.55    7737   -1716   -7545  -46481   47120
  -70.000  110.000 -108.24  -81.72    6882   -2154   -6536  -47278   47777
  -70.000  115.000 -114.45  -82.86    6012   -2489   -5473  -47974   48349
  -70.000  120.000 -121.90  -83.95    5148   -2720   -4371  -48562   48834
  -70.000  125.000 -131.26  -84.96    4321   -2849   -3248  -49040   49230
  -70.000  130.000 -143.62  -85.86    3575   -2878   -2120  -49407   49536
  -70.000  135.000 -160.37  -86.56    2984   -2811   -1003  -49665   49754
  -70.000  140.000  178.02  -86.95    2656   -2654      92  -49816   49887
  -70.000  145.000  154.51  -86.93    2676   -2415    1151  -49865   49937
  -70.000  150.000  134.12  -86.53    3019   -2102    2167  -49818   49910
  -70.000  155.000  118.81  -85.89    3573   -1722    3131  -49682   49810
  -70.000  160.000  107.64  -85.10    4236   -1284    4037  -49462   49643
  -70.000  165.000   99.26  -84.25    4947    -796    4882  -49167   49416
  -70.000  170.000   92.70  -83.37    5670    -267    5664  -48804   49132
  -70.000  175.000   87.34  -82.48    6389     296    6382  -48377   48797
  -70.000  180.000   82.82  -81.58    7092     887    7036  -47895   48417
  -70.000  185.000   78.88  -80.68    7774    1500    7628  -47361   47995
  -70.000  190.000   75.37  -79.78    8433    2130    8160  -46780   47534
  -70.000  195.000   72.19  -78.89    9068    2773    8633  -46156   47039
  -70.000  200.000   69.26  -77.99    9678    3427    9051  -45493   46511
  -70.000  205.000   66.52  -77.09   10264    4089    9414  -44791   45952
  -70.000  210.000   63.92  -76.19   10826    4760    9724  -44053   45364
  -70.000  215.000   61.42  -75.29   11365    5437    9980  -43280   44748
  -70.000  220.000   58.98  -74.37   11880    6122   10181  -42475   44105
  -70.000  225.000   56.58  -73.45   12370    6813   10325  -41639   43437
  -70.000  230.000   54.19  -72.53   12834    7509   10408  -40774   42746
  -70.000  235.000   51.78  -71.60   13269    8208   10425  -39884   42033
  -70.000  240.000   49.34  -70.67   13672    8908   10371  -38974   41302
  -70.000  245.000   46.84  -69.75   14039    9603   10241  -38049   40556
  -70.000  250.000   44.28  -68.84   14368   10288   10031  -37116   39800
  -70.000  255.000   41.63  -67.95   14655   10954    9736  -36184   39039
  -70.000  260.000   38.90  -67.10   14896   11592    9355  -35262   38279
  -70.000  265.000   36.09  -66.29   15089   12193    8889  -34361   37528
  -70.000  270.000   33.20  -65.54   15233   12746    8342  -33489   36791
  -70.000  275.000   30.24  -64.86   15327   13241    7720  -32659   36077
  -70.000  280.000   27.22  -64.25   15374   13671    7033  -31877   35391
  -70.000  285.000   24.16  -63.73   15374   14028    6292  -31153   34740
  -70.000  290.000   21.06  -63.30   15333   14309    5511  -30491   34129
  -70.000  295.000   17.95  -62.96   15256   14513    4703  -29895   33563
  -70.000  300.000   14.85  -62.71   15148   14642    3882  -29368   33044
  -70.000  305.000   11.76  -62.55   15016   14701    3060  -28908   32576
  -70.000  310.000    8.70  -62.46   14868   14697    2248  -28515   32159
  -70.000  315.000    5.66  -62.44   14710   14638    1452  -28186   31794
  -70.000  320.000    2.66  -62.47   14549   14533     676  -27918   31481
  -70.000  325.000   -0.31  -62.55   14392   14392     -78  -27708   31222
  -70.000  330.000   -3.27  -62.66   14244   14221    -812  -27553   31017
  -70.000  335.000   -6.22  -62.80   14111   14028   -1530  -27453   30867
  -70.000  340.000   -9.20  -62.95   13996   13816   -2237  -27407   30774
  -70.000  345.000  -12.21  -63.11   13902   13587   -2939  -27417   30740
  -70.000  350.000  -15.27  -63.29   13829   13341   -3642  -27486   30769
  -70.000  355.000  -18.40  -63.48   13779   13075   -4349  -27617   30863
  -65.000    0.000  -21.11  -62.22   13180   12295   -4748  -25023   28282
  -65.000    5.000  -24.12  -62.46   13198   12046   -5393  -25311   28545
  -65.000   10.000  -27.25  -62.72   13247   11777   -6065  -25687   28901
  -65.000   15.000  -30.50  -63.02   13319   11476   -6759  -26159   29355
  -65.000   20.000  -33.85  -63.37   13405   11133   -7467  -26738   29910
  -65.000   25.000  -37.29  -63.80   13497   10738   -8176  -27428   30569
  -65.000   30.000  -40.78  -64.31   13581   10284   -8870  -28235   31331
  -65.000   35.000  -44.30  -64.92   13645    9766   -9530  -29157   32192
  -65.000   40.000  -47.82  -65.63   13676    9183  -10135  -30192   33145
  -65.000   45.000  -51.32  -66.44   13661    8538  -10665  -31332   34181
  -65.000   50.000  -54.78  -67.35   13588    7837  -11100  -32566   35287
  -65.000   55.000  -58.17  -68.36   13445    7091  -11423  -33881   36452
  -65.000   60.000  -61.49  -69.44   13222    6311  -11619  -35260   37658
  -65.000   65.000  -64.73  -70.61   12912    5513  -11676  -36684   38890
  -65.000   70.000  -67.87  -71.84   12508    4712  -11586  -38132   40131
  -65.000   75.000  -70.92  -73.13   12007    3926  -11347  -39583   41364
  -65.000   80.000  -73.87  -74.45   11409    3170  -10960  -41014   42571
  -65.000   85.000  -76.72  -75.82   10715    2462  -10429  -42404   43737
  -65.000   90.000  -79.46  -77.21    9930    1816   -9763  -43732   44845
  -65.000   95.000  -82.11  -78.61    9060    1244   -8975  -44977   45881
  -65.000  100.000  -84.64  -80.02    8115     757   -8080  -46123   46832
  -65.000  105.000  -87.07  -81.43    7106     363   -7097  -47154   47686
  -65.000  110.000  -89.38  -82.83    6045      66   -6044  -48058   48437
  -65.000  115.000  -91.53  -84.22    4945    -132   -4943  -48827   49076
  -65.000  120.000  -93.49  -85.58    3819    -232   -3812  -49455   49602
  -65.000  125.000  -95.08  -86.93    2682    -237   -2672  -49941   50013
  -65.000  130.000  -95.66  -88.24    1546    -152   -1538  -50287   50310
  -65.000  135.000  -87.79  -89.51     428      17    -428  -50496   50498
  -65.000  140.000   67.97  -89.21     697     262     646  -50576   50580
  -65.000  145.000   71.04  -87.99    1770     575    1674  -50534   50565
  -65.000  150.000   70.28  -86.81    2810     948    2645  -50379   50458
  -65.000  155.000   68.89  -85.65    3810    1372    3554  -50123   50268
  -65.000  160.000   67.29  -84.53    4766    1840    4397  -49775   50003
  -65.000  165.000   65.64  -83.44    5676    2341    5170  -49345   49671
  -65.000  170.000   63.96  -82.38    6538    2870    5874  -48844   49280
  -65.000  175.000   62.30  -81.34    7353    3418    6510  -48280   48837
  -65.000  180.000   60.67  -80.33    8121    3978    7080  -47662   48348
  -65.000  185.000   59.07  -79.34    8845    4547    7587  -46995   47820
  -65.000  190.000   57.51  -78.37    9527    5118    8036  -46286   47256
  -65.000  195.000   55.99  -77.41   10170    5688    8431  -45538   46660
  -65.000  200.000   54.51  -76.46   10778    6257    8776  -44754   46033
  -65.000  205.000   53.07  -75.51   11354    6822    9076  -43935   45379
  -65.000  210.000   51.65  -74.56   11901    7385    9333  -43082   44696
  -65.000  215.000   50.23  -73.60   12421    7946    9547  -42195   43985
  -65.000  220.000   48.81  -72.62   12916    8506    9719  -41272   43246
  -65.000  225.000   47.35  -71.63   13386    9069    9846  -40314   42478
  -65.000  230.000   45.84  -70.62   13831    9634    9923  -39321   41682
  -65.000  235.000   44.26  -69.59   14247   10203    9943  -38295   40859
  -65.000  240.000   42.57  -68.55   14632   10775    9899  -37239   40011
  -65.000  245.000   40.77  -67.50   14981   11346    9782  -36160   39140
  -65.000  250.000   38.82  -66.45   15287   11910    9583  -35067   38254
  -65.000  255.000   36.72  -65.41   15547   12461    9296  -33969   37358
  -65.000  260.000   34.46  -64.40   15753   12989    8914  -32882   36461
  -65.000  265.000   32.04  -63.45   15902   13480    8436  -31819   35572
  -65.000  270.000   29.46  -62.56   15991   13923    7866  -30797   34701
  -65.000  275.000   26.75  -61.76   16020   14306    7210  -29831   33860
  -65.000  280.000   23.91  -61.08   15989   14616    6481  -28935   33058
  -65.000  285.000   20.98  -60.51   15901   14847    5694  -28120   32304
  -65.000  290.000   17.99  -60.08   15763   14992    4869  -27394   31606
  -65.000  295.000   14.97  -59.79   15582   15053    4025  -26762   30967
  -65.000  300.000   11.95  -59.63   15365   15032    3182  -26223   30393
  -65.000  305.000    8.97  -59.60   15122   14937    2357  -25774   29883
  -65.000  310.000    6.04  -59.67   14863   14781    1564  -25409   29437
  -65.000  315.000    3.18  -59.84   14598   14575     811  -25120   29053
  -65.000  320.000    0.41  -60.07   14335   14335     102  -24898   28730
  -65.000  325.000   -2.30  -60.34   14085   14074    -565  -24735   28464
  -65.000  330.000   -4.94  -60.64   13855   13803   -1193  -24625   28255
  -65.000  335.000   -7.55  -60.94   13652   13533   -1793  -24563   28102
  -65.000  340.000  -10.15  -61.23   13481   13270   -2376  -24548   28007
  -65.000  345.000  -12.78  -61.50   13348   13017   -2952  -24582   27972
  -65.000  350.000  -15.46  -61.75   13253   12773   -3533  -24667   28002
  -65.000  355.000  -18.23  -61.99   13197   12535   -4129  -24811   28103
  -60.000    0.000  -21.04  -61.44   12367   11543   -4440  -22719   25867
  -60.000    5.000  -23.72  -61.65   12411   11363   -4992  -23005   26139
  -60.000   10.000  -26.57  -61.86   12504   11183   -5592  -23380   26514
  -60.000   15.000  -29.57  -62.09   12638   10991   -6237  -23862   27002
  -60.000   20.000  -32.71  -62.38   12802   10772   -6918  -24463   27611
  -60.000   25.000  -35.94  -62.74   12984   10511   -7621  -25198   28346
  -60.000   30.000  -39.23  -63.21   13167   10199   -8327  -26072   29208
  -60.000   35.000  -42.52  -63.79   13334    9827   -9012  -27088   30192
  -60.000   40.000  -45.78  -64.51   13467    9392   -9651  -28245   31291
  -60.000   45.000  -48.96  -65.36   13548    8895  -10219  -29532   32492
  -60.000   50.000  -52.03  -66.33   13560    8342  -10690  -30938   33779
  -60.000   55.000  -54.96  -67.43   13487    7743  -11043  -32443   35134
  -60.000   60.000  -57.73  -68.62   13317    7111  -11260  -34025   36538
  -60.000   65.000  -60.30  -69.91   13041    6462  -11327  -35661   37970
  -60.000   70.000  -62.65  -71.27   12652    5813  -11237  -37323   39409
  -60.000   75.000  -64.75  -72.69   12147    5182  -10986  -38983   40832
  -60.000   80.000  -66.56  -74.15   11528    4586  -10576  -40615   42219
  -60.000   85.000  -68.03  -75.64   10799    4041  -10015  -42190   43550
  -60.000   90.000  -69.08  -77.14    9969    3560   -9312  -43682   44805
  -60.000   95.000  -69.61  -78.64    9053    3154   -8485  -45067   45967
  -60.000  100.000  -69.44  -80.12    8066    2833   -7552  -46324   47021
  -60.000  105.000  -68.31  -81.57    7034    2600   -6535  -47435   47954
  -60.000  110.000  -65.76  -82.95    5984    2457   -5456  -48389   48757
  -60.000  115.000  -61.02  -84.24    4959    2403   -4338  -49176   49425
