 Date = 2014.000     Altitude =   565.000 km      geodetic  

      Lat     Long       D       I       H       X       Y       Z       F
  -85.000  250.000   67.66  -73.40   12034    4573   11131  -40376   42131
  -85.000  255.000   63.11  -73.14   12157    5499   10842  -40106   41908
  -85.000  260.000   58.59  -72.88   12273    6395   10475  -39838   41686
  -85.000  265.000   54.12  -72.63   12381    7256   10032  -39576   41467
  -85.000  270.000   49.69  -72.39   12482    8074    9518  -39319   41253
  -85.000  275.000   45.29  -72.16   12574    8845    8936  -39072   41045
  -85.000  280.000   40.92  -71.95   12658    9564    8291  -38834   40845
  -85.000  285.000   36.58  -71.75   12733   10225    7587  -38609   40654
  -85.000  290.000   32.25  -71.56   12800   10825    6830  -38396   40473
  -85.000  295.000   27.94  -71.40   12858   11359    6024  -38199   40305
  -85.000  300.000   23.64  -71.25   12908   11824    5176  -38018   40149
  -85.000  305.000   19.35  -71.11   12949   12217    4291  -37854   40007
  -85.000  310.000   15.07  -71.00   12983   12536    3376  -37709   39881
  -85.000  315.000   10.79  -70.91   13009   12779    2436  -37584   39771
  -85.000  320.000    6.51  -70.83   13028   12944    1477  -37479   39679
  -85.000  325.000    2.22  -70.78   13040   13030     506  -37396   39604
  -85.000  330.000   -2.07  -70.74   13045   13036    -471  -37335   39549
  -85.000  335.000   -6.37  -70.72   13043   12963   -1448  -37297   39512
  -85.000  340.000  -10.69  -70.73   13035   12809   -2419  -37282   39496
  -85.000  345.000  -15.03  -70.75   13021   12575   -3377  -37291   39499
  -85.000  350.000  -19.39  -70.80   13000   12263   -4316  -37324   39523
  -85.000  355.000  -23.77  -70.86   12973   11873   -5229  -37380   39567
  -80.000    0.000  -25.08  -68.15   13663   12376   -5791  -34069   36707
  -80.000    5.000  -29.08  -68.32   13618   11902   -6619  -34253   36861
  -80.000   10.000  -33.13  -68.52   13567   11361   -7415  -34483   37056
  -80.000   15.000  -37.24  -68.76   13508   10754   -8174  -34758   37291
  -80.000   20.000  -41.40  -69.04   13440   10082   -8888  -35077   37564
  -80.000   25.000  -45.62  -69.34   13361    9346   -9549  -35439   37874
  -80.000   30.000  -49.89  -69.68   13270    8549  -10149  -35842   38220
  -80.000   35.000  -54.23  -70.06   13163    7695  -10680  -36285   38599
  -80.000   40.000  -58.63  -70.47   13040    6789  -11133  -36763   39007
  -80.000   45.000  -63.09  -70.91   12898    5837  -11502  -37273   39442
  -80.000   50.000  -67.63  -71.38   12736    4848  -11778  -37812   39900
  -80.000   55.000  -72.24  -71.89   12554    3830  -11955  -38375   40376
  -80.000   60.000  -76.93  -72.41   12349    2793  -12029  -38955   40866
  -80.000   65.000  -81.71  -72.96   12122    1747  -11996  -39549   41365
  -80.000   70.000  -86.60  -73.52   11874     705  -11853  -40149   41868
  -80.000   75.000  -91.60  -74.10   11605    -323  -11600  -40750   42370
  -80.000   80.000  -96.72  -74.69   11316   -1325  -11238  -41346   42866
  -80.000   85.000 -101.99  -75.29   11011   -2288  -10770  -41930   43352
  -80.000   90.000 -107.43  -75.88   10692   -3202  -10201  -42496   43821
  -80.000   95.000 -113.05  -76.46   10363   -4057   -9536  -43039   44269
  -80.000  100.000 -118.87  -77.03   10029   -4842   -8782  -43554   44693
  -80.000  105.000 -124.91  -77.58    9695   -5549   -7950  -44034   45088
  -80.000  110.000 -131.20  -78.11    9368   -6171   -7048  -44476   45451
  -80.000  115.000 -137.75  -78.59    9054   -6702   -6088  -44875   45779
  -80.000  120.000 -144.56  -79.04    8761   -7138   -5080  -45229   46070
  -80.000  125.000 -151.64  -79.43    8496   -7476   -4035  -45535   46321
  -80.000  130.000 -158.97  -79.77    8265   -7714   -2967  -45792   46532
  -80.000  135.000 -166.51  -80.04    8076   -7853   -1884  -45997   46701
  -80.000  140.000 -174.21  -80.25    7934   -7893    -800  -46151   46827
  -80.000  145.000  177.98  -80.38    7842   -7837     277  -46252   46913
  -80.000  150.000  170.14  -80.43    7805   -7689    1336  -46303   46956
  -80.000  155.000  162.36  -80.41    7820   -7453    2370  -46304   46960
  -80.000  160.000  154.72  -80.32    7888   -7133    3369  -46256   46924
  -80.000  165.000  147.28  -80.16    8005   -6735    4327  -46161   46849
  -80.000  170.000  140.10  -79.94    8166   -6264    5238  -46020   46739
  -80.000  175.000  133.21  -79.66    8365   -5727    6097  -45837   46594
  -80.000  180.000  126.62  -79.33    8597   -5129    6900  -45613   46416
  -80.000  185.000  120.36  -78.95    8856   -4475    7642  -45351   46207
  -80.000  190.000  114.39  -78.54    9136   -3773    8320  -45053   45969
  -80.000  195.000  108.72  -78.09    9431   -3026    8932  -44721   45704
  -80.000  200.000  103.31  -77.62    9737   -2241    9476  -44358   45414
  -80.000  205.000   98.14  -77.12   10050   -1423    9949  -43967   45101
  -80.000  210.000   93.19  -76.61   10365    -577   10349  -43550   44766
  -80.000  215.000   88.43  -76.09   10679     292   10675  -43109   44412
  -80.000  220.000   83.84  -75.55   10988    1178   10925  -42649   44042
  -80.000  225.000   79.40  -75.01   11291    2077   11098  -42170   43656
  -80.000  230.000   75.08  -74.47   11583    2983   11192  -41677   43257
  -80.000  235.000   70.86  -73.93   11863    3889   11208  -41173   42848
  -80.000  240.000   66.73  -73.39   12129    4791   11143  -40661   42431
  -80.000  245.000   62.68  -72.86   12379    5681   10999  -40144   42009
  -80.000  250.000   58.69  -72.35   12612    6553   10775  -39625   41584
  -80.000  255.000   54.75  -71.84   12825    7401   10474  -39110   41159
  -80.000  260.000   50.86  -71.36   13019    8218   10097  -38601   40737
  -80.000  265.000   46.99  -70.90   13192    8998    9647  -38102   40321
  -80.000  270.000   43.16  -70.47   13344    9734    9127  -37616   39913
  -80.000  275.000   39.35  -70.06   13475   10421    8544  -37148   39516
  -80.000  280.000   35.56  -69.69   13586   11053    7901  -36700   39134
  -80.000  285.000   31.78  -69.34   13678   11627    7204  -36276   38769
  -80.000  290.000   28.02  -69.03   13751   12139    6460  -35878   38423
  -80.000  295.000   24.27  -68.75   13807   12586    5676  -35509   38099
  -80.000  300.000   20.53  -68.51   13847   12967    4857  -35171   37799
  -80.000  305.000   16.80  -68.30   13873   13281    4009  -34866   37525
  -80.000  310.000   13.07  -68.13   13887   13527    3139  -34596   37279
  -80.000  315.000    9.33  -67.99   13890   13706    2252  -34362   37064
  -80.000  320.000    5.59  -67.88   13885   13819    1354  -34166   36880
  -80.000  325.000    1.85  -67.81   13872   13865     447  -34008   36729
  -80.000  330.000   -1.91  -67.77   13854   13846    -463  -33890   36613
  -80.000  335.000   -5.70  -67.75   13831   13763   -1373  -33813   36532
  -80.000  340.000   -9.50  -67.77   13804   13615   -2279  -33777   36489
  -80.000  345.000  -13.34  -67.82   13774   13402   -3178  -33784   36484
  -80.000  350.000  -17.21  -67.90   13741   13125   -4066  -33835   36519
  -80.000  355.000  -21.12  -68.01   13704   12783   -4938  -33929   36592
  -75.000    0.000  -23.13  -65.65   13894   12777   -5458  -30698   33696
  -75.000    5.000  -26.79  -65.86   13865   12377   -6248  -30942   33907
  -75.000   10.000  -30.51  -66.12   13837   11922   -7025  -31251   34177
  -75.000   15.000  -34.30  -66.41   13807   11406   -7781  -31626   34509
  -75.000   20.000  -38.16  -66.76   13771   10828   -8509  -32069   34901
  -75.000   25.000  -42.08  -67.16   13725   10186   -9199  -32579   35352
  -75.000   30.000  -46.07  -67.60   13663    9480   -9840  -33154   35860
  -75.000   35.000  -50.11  -68.10   13582    8710  -10421  -33794   36421
  -75.000   40.000  -54.20  -68.66   13475    7882  -10930  -34492   37031
  -75.000   45.000  -58.34  -69.27   13339    7001  -11355  -35246   37685
  -75.000   50.000  -62.54  -69.93   13169    6073  -11686  -36047   38377
  -75.000   55.000  -66.79  -70.64   12962    5109  -11912  -36889   39100
  -75.000   60.000  -71.09  -71.39   12713    4120  -12027  -37762   39845
  -75.000   65.000  -75.47  -72.19   12421    3117  -12024  -38658   40605
  -75.000   70.000  -79.92  -73.02   12085    2115  -11898  -39567   41371
  -75.000   75.000  -84.48  -73.87   11704    1126  -11649  -40476   42134
  -75.000   80.000  -89.16  -74.75   11279     165  -11278  -41377   42887
  -75.000   85.000  -94.00  -75.65   10813    -755  -10787  -42257   43619
  -75.000   90.000  -99.04  -76.55   10310   -1620  -10182  -43107   44323
  -75.000   95.000 -104.33  -77.45    9775   -2419   -9471  -43916   44991
  -75.000  100.000 -109.93  -78.34    9217   -3141   -8665  -44675   45616
  -75.000  105.000 -115.91  -79.22    8643   -3777   -7774  -45376   46192
  -75.000  110.000 -122.38  -80.06    8065   -4320   -6811  -46012   46713
  -75.000  115.000 -129.44  -80.85    7498   -4764   -5790  -46576   47176
  -75.000  120.000 -137.21  -81.59    6957   -5105   -4726  -47065   47577
  -75.000  125.000 -145.79  -82.25    6462   -5344   -3633  -47475   47913
  -75.000  130.000 -155.27  -82.81    6033   -5479   -2524  -47805   48184
  -75.000  135.000 -165.63  -83.24    5693   -5514   -1413  -48053   48389
  -75.000  140.000 -176.71  -83.54    5462   -5453    -313  -48221   48530
  -75.000  145.000  171.78  -83.68    5354   -5299     765  -48311   48607
  -75.000  150.000  160.29  -83.65    5374   -5059    1812  -48325   48623
  -75.000  155.000  149.26  -83.48    5516   -4740    2820  -48266   48580
  -75.000  160.000  139.01  -83.17    5762   -4349    3780  -48139   48483
  -75.000  165.000  129.71  -82.76    6094   -3893    4688  -47947   48333
  -75.000  170.000  121.39  -82.25    6489   -3380    5540  -47695   48135
  -75.000  175.000  113.97  -81.68    6929   -2815    6332  -47387   47891
  -75.000  180.000  107.35  -81.06    7399   -2206    7063  -47027   47605
  -75.000  185.000  101.40  -80.40    7886   -1559    7731  -46619   47281
  -75.000  190.000   96.01  -79.71    8382    -878    8336  -46166   46920
  -75.000  195.000   91.09  -79.00    8879    -169    8877  -45672   46527
  -75.000  200.000   86.55  -78.27    9372     564    9355  -45139   46102
  -75.000  205.000   82.31  -77.53    9857    1318    9768  -44572   45649
  -75.000  210.000   78.33  -76.78   10330    2090   10117  -43972   45169
  -75.000  215.000   74.54  -76.02   10790    2876   10400  -43342   44665
  -75.000  220.000   70.91  -75.26   11234    3674   10616  -42685   44139
  -75.000  225.000   67.40  -74.49   11658    4480   10763  -42005   43593
  -75.000  230.000   63.98  -73.72   12062    5292   10839  -41304   43029
  -75.000  235.000   60.62  -72.96   12441    6104   10841  -40587   42451
  -75.000  240.000   57.30  -72.20   12795    6912   10768  -39857   41861
  -75.000  245.000   54.01  -71.46   13121    7710   10617  -39121   41262
  -75.000  250.000   50.73  -70.73   13416    8491   10387  -38382   40659
  -75.000  255.000   47.46  -70.03   13679    9249   10078  -37646   40054
  -75.000  260.000   44.17  -69.36   13908    9976    9690  -36921   39454
  -75.000  265.000   40.87  -68.72   14102   10664    9227  -36211   38860
  -75.000  270.000   37.56  -68.13   14261   11306    8693  -35524   38280
  -75.000  275.000   34.23  -67.58   14385   11893    8092  -34865   37716
  -75.000  280.000   30.89  -67.08   14476   12422    7433  -34239   37173
  -75.000  285.000   27.55  -66.64   14534   12886    6723  -33651   36656
  -75.000  290.000   24.20  -66.25   14564   13284    5971  -33106   36167
  -75.000  295.000   20.86  -65.93   14567   13612    5187  -32605   35711
  -75.000  300.000   17.52  -65.65   14548   13873    4379  -32152   35290
  -75.000  305.000   14.19  -65.44   14510   14068    3556  -31748   34907
  -75.000  310.000   10.86  -65.27   14458   14199    2724  -31393   34563
  -75.000  315.000    7.54  -65.15   14396   14272    1890  -31089   34260
  -75.000  320.000    4.23  -65.08   14328   14289    1057  -30835   34001
  -75.000  325.000    0.91  -65.04   14258   14257     227  -30632   33787
  -75.000  330.000   -2.42  -65.04   14189   14177    -598  -30479   33620
  -75.000  335.000   -5.76  -65.06   14124   14052   -1419  -30378   33501
  -75.000  340.000   -9.14  -65.12   14064   13885   -2234  -30330   33432
  -75.000  345.000  -12.56  -65.21   14011   13676   -3046  -30336   33415
  -75.000  350.000  -16.02  -65.32   13965   13423   -3855  -30397   33452
  -75.000  355.000  -19.55  -65.47   13927   13124   -4659  -30518   33545
  -70.000    0.000  -21.99  -63.60   13672   12677   -5118  -27541   30748
  -70.000    5.000  -25.34  -63.83   13672   12356   -5852  -27823   31000
  -70.000   10.000  -28.79  -64.10   13686   11994   -6592  -28184   31331
  -70.000   15.000  -32.34  -64.42   13707   11581   -7332  -28632   31744
  -70.000   20.000  -35.96  -64.79   13730   11113   -8063  -29169   32239
  -70.000   25.000  -39.66  -65.23   13747   10583   -8773  -29798   32816
  -70.000   30.000  -43.40  -65.75   13749    9989   -9448  -30518   33472
  -70.000   35.000  -47.19  -66.34   13729    9329  -10072  -31329   34205
  -70.000   40.000  -51.01  -67.00   13677    8606  -10631  -32225   35007
  -70.000   45.000  -54.84  -67.74   13586    7824  -11107  -33200   35872
  -70.000   50.000  -58.68  -68.56   13447    6991  -11487  -34245   36790
  -70.000   55.000  -62.51  -69.45   13252    6117  -11756  -35349   37751
  -70.000   60.000  -66.35  -70.40   12996    5214  -11905  -36499   38744
  -70.000   65.000  -70.19  -71.41   12674    4296  -11924  -37682   39756
  -70.000   70.000  -74.04  -72.47   12283    3377  -11809  -38881   40775
  -70.000   75.000  -77.92  -73.57   11820    2473  -11558  -40082   41789
  -70.000   80.000  -81.85  -74.71   11285    1600  -11171  -41268   42783
  -70.000   85.000  -85.86  -75.87   10681     772  -10653  -42423   43747
  -70.000   90.000  -89.99  -77.05   10011       2  -10011  -43532   44668
  -70.000   95.000  -94.30  -78.24    9281    -696   -9255  -44579   45535
  -70.000  100.000  -98.88  -79.43    8499   -1312   -8397  -45552   46338
  -70.000  105.000 -103.85  -80.62    7675   -1837   -7451  -46438   47068
  -70.000  110.000 -109.39  -81.78    6822   -2265   -6435  -47228   47718
  -70.000  115.000 -115.78  -82.91    5957   -2591   -5364  -47915   48284
  -70.000  120.000 -123.48  -83.99    5102   -2814   -4256  -48493   48760
  -70.000  125.000 -133.19  -84.99    4289   -2935   -3127  -48958   49146
  -70.000  130.000 -146.00  -85.86    3566   -2956   -1994  -49312   49441
  -70.000  135.000 -163.17  -86.52    3011   -2882    -872  -49554   49646
  -70.000  140.000  175.24  -86.86    2728   -2718     226  -49689   49764
  -70.000  145.000  152.47  -86.79    2788   -2472    1288  -49721   49799
  -70.000  150.000  133.02  -86.37    3154   -2152    2306  -49655   49755
  -70.000  155.000  118.36  -85.71    3716   -1765    3270  -49500   49639
  -70.000  160.000  107.55  -84.92    4379   -1320    4175  -49261   49455
  -70.000  165.000   99.35  -84.07    5086    -826    5018  -48946   49210
  -70.000  170.000   92.87  -83.18    5804    -291    5797  -48563   48908
  -70.000  175.000   87.55  -82.29    6516     278    6510  -48117   48556
  -70.000  180.000   83.03  -81.39    7212     875    7159  -47615   48158
  -70.000  185.000   79.08  -80.49    7887    1493    7744  -47062   47719
  -70.000  190.000   75.56  -79.59    8538    2129    8268  -46464   47242
  -70.000  195.000   72.36  -78.69    9164    2777    8733  -45823   46730
  -70.000  200.000   69.40  -77.79    9765    3435    9140  -45143   46187
  -70.000  205.000   66.63  -76.90   10341    4102    9492  -44426   45613
  -70.000  210.000   64.00  -76.00   10892    4775    9789  -43674   45012
  -70.000  215.000   61.46  -75.09   11419    5455   10032  -42889   44383
  -70.000  220.000   58.99  -74.18   11922    6141   10218  -42072   43729
  -70.000  225.000   56.56  -73.26   12398    6832   10346  -41227   43051
  -70.000  230.000   54.14  -72.34   12848    7527   10412  -40355   42350
  -70.000  235.000   51.70  -71.41   13268    8223   10412  -39459   41630
  -70.000  240.000   49.22  -70.49   13656    8919   10341  -38545   40893
  -70.000  245.000   46.70  -69.58   14008    9608   10194  -37619   40142
  -70.000  250.000   44.10  -68.68   14322   10284    9967  -36687   39383
  -70.000  255.000   41.43  -67.80   14593   10940    9657  -35758   38621
  -70.000  260.000   38.68  -66.96   14818   11567    9262  -34842   37862
  -70.000  265.000   35.85  -66.17   14997   12155    8784  -33948   37113
  -70.000  270.000   32.95  -65.43   15126   12693    8227  -33086   36379
  -70.000  275.000   29.97  -64.76   15208   13173    7598  -32265   35670
  -70.000  280.000   26.95  -64.18   15242   13587    6907  -31495   34990
  -70.000  285.000   23.87  -63.67   15232   13929    6165  -30783   34345
  -70.000  290.000   20.78  -63.26   15182   14195    5386  -30133   33742
  -70.000  295.000   17.67  -62.94   15098   14385    4584  -29549   33183
  -70.000  300.000   14.58  -62.70   14985   14503    3771  -29033   32672
  -70.000  305.000   11.50  -62.55   14851   14553    2960  -28584   32211
  -70.000  310.000    8.45  -62.46   14702   14542    2159  -28199   31801
  -70.000  315.000    5.43  -62.45   14545   14480    1376  -27877   31443
  -70.000  320.000    2.44  -62.48   14388   14375     612  -27614   31138
  -70.000  325.000   -0.53  -62.55   14237   14236    -131  -27408   30885
  -70.000  330.000   -3.48  -62.65   14097   14071    -856  -27256   30686
  -70.000  335.000   -6.44  -62.77   13973   13885   -1568  -27158   30542
  -70.000  340.000   -9.43  -62.91   13869   13682   -2272  -27114   30455
  -70.000  345.000  -12.46  -63.06   13786   13462   -2975  -27127   30429
  -70.000  350.000  -15.55  -63.22   13727   13224   -3681  -27199   30467
  -70.000  355.000  -18.72  -63.40   13689   12964   -4394  -27336   30571
  -65.000    0.000  -21.41  -62.15   13083   12180   -4777  -24759   28003
  -65.000    5.000  -24.49  -62.37   13118   11937   -5438  -25055   28281
  -65.000   10.000  -27.70  -62.61   13181   11671   -6126  -25444   28655
  -65.000   15.000  -31.02  -62.91   13267   11369   -6837  -25933   29130
  -65.000   20.000  -34.45  -63.27   13365   11021   -7560  -26533   29708
  -65.000   25.000  -37.95  -63.70   13464   10617   -8280  -27248   30393
  -65.000   30.000  -41.50  -64.23   13554   10152   -8981  -28081   31181
  -65.000   35.000  -45.06  -64.87   13621    9621   -9641  -29031   32068
  -65.000   40.000  -48.61  -65.60   13651    9025  -10242  -30094   33046
  -65.000   45.000  -52.13  -66.44   13632    8369  -10761  -31261   34105
  -65.000   50.000  -55.58  -67.38   13553    7660  -11180  -32521   35232
  -65.000   55.000  -58.97  -68.41   13401    6908  -11483  -33857   36413
  -65.000   60.000  -62.27  -69.52   13169    6128  -11656  -35254   37633
  -65.000   65.000  -65.48  -70.70   12849    5333  -11690  -36691   38876
  -65.000   70.000  -68.59  -71.95   12436    4540  -11577  -38148   40124
  -65.000   75.000  -71.60  -73.24   11927    3764  -11317  -39605   41361
  -65.000   80.000  -74.52  -74.58   11321    3022  -10911  -41038   42571
  -65.000   85.000  -77.34  -75.94   10622    2328  -10364  -42427   43736
  -65.000   90.000  -80.06  -77.33    9833    1697   -9685  -43751   44842
  -65.000   95.000  -82.69  -78.74    8960    1140   -8887  -44991   45874
  -65.000  100.000  -85.23  -80.15    8013     666   -7986  -46129   46820
  -65.000  105.000  -87.68  -81.55    7003     284   -6997  -47152   47669
  -65.000  110.000  -90.04  -82.95    5941      -4   -5941  -48046   48412
  -65.000  115.000  -92.30  -84.34    4840    -195   -4836  -48804   49043
  -65.000  120.000  -94.46  -85.70    3714    -288   -3703  -49420   49559
  -65.000  125.000  -96.44  -87.05    2575    -289   -2559  -49892   49958
  -65.000  130.000  -98.00  -88.36    1437    -200   -1423  -50222   50243
  -65.000  135.000  -95.17  -89.65     311     -28    -310  -50415   50416
  -65.000  140.000   74.02  -89.09     797     220     767  -50476   50482
  -65.000  145.000   73.40  -87.87    1873     535    1795  -50415   50449
  -65.000  150.000   71.79  -86.68    2914     910    2768  -50240   50324
  -65.000  155.000   70.02  -85.52    3912    1337    3677  -49962   50115
  -65.000  160.000   68.22  -84.40    4866    1806    4519  -49593   49831
  -65.000  165.000   66.42  -83.30    5772    2309    5290  -49141   49479
  -65.000  170.000   64.65  -82.23    6630    2839    5991  -48619   49069
  -65.000  175.000   62.90  -81.20    7440    3389    6623  -48033   48606
  -65.000  180.000   61.20  -80.18    8202    3951    7188  -47394   48098
  -65.000  185.000   59.55  -79.19    8920    4521    7689  -46707   47551
  -65.000  190.000   57.94  -78.21    9595    5093    8132  -45978   46969
  -65.000  195.000   56.37  -77.25   10231    5666    8519  -45211   46355
  -65.000  200.000   54.85  -76.29   10831    6236    8856  -44410   45711
  -65.000  205.000   53.36  -75.34   11398    6803    9145  -43574   45040
  -65.000  210.000   51.89  -74.39   11935    7366    9390  -42706   44342
  -65.000  215.000   50.43  -73.42   12444    7928    9592  -41804   43617
  -65.000  220.000   48.95  -72.45   12927    8489    9749  -40869   42865
  -65.000  225.000   47.45  -71.46   13384    9050    9861  -39901   42086
  -65.000  230.000   45.90  -70.45   13815    9614    9921  -38899   41279
  -65.000  235.000   44.27  -69.42   14216   10179    9924  -37867   40448
  -65.000  240.000   42.54  -68.38   14585   10746    9862  -36808   39593
  -65.000  245.000   40.70  -67.34   14917   11310    9727  -35729   38718
  -65.000  250.000   38.71  -66.30   15207   11866    9511  -34637   37829
  -65.000  255.000   36.57  -65.27   15449   12407    9206  -33545   36932
  -65.000  260.000   34.28  -64.28   15639   12922    8808  -32466   36036
  -65.000  265.000   31.83  -63.34   15771   13400    8317  -31414   35150
  -65.000  270.000   29.22  -62.48   15844   13828    7736  -30405   34285
  -65.000  275.000   26.49  -61.70   15858   14193    7072  -29454   33451
  -65.000  280.000   23.63  -61.04   15813   14486    6339  -28574   32658
  -65.000  285.000   20.69  -60.50   15713   14699    5552  -27777   31913
  -65.000  290.000   17.70  -60.10   15565   14828    4732  -27069   31225
  -65.000  295.000   14.68  -59.83   15375   14873    3897  -26453   30597
  -65.000  300.000   11.68  -59.70   15153   14839    3067  -25929   30032
  -65.000  305.000    8.71  -59.68   14907   14735    2257  -25493   29532
  -65.000  310.000    5.81  -59.77   14647   14572    1482  -25138   29094
  -65.000  315.000    2.98  -59.94   14384   14365     747  -24856   28718
  -65.000  320.000    0.23  -60.17   14127   14127      56  -24639   28401
  -65.000  325.000   -2.45  -60.44   13884   13871    -593  -24477   28140
  -65.000  330.000   -5.08  -60.72   13664   13610   -1209  -24366   27936
  -65.000  335.000   -7.67  -61.00   13473   13352   -1799  -24302   27787
  -65.000  340.000  -10.28  -61.26   13317   13103   -2377  -24283   27695
  -65.000  345.000  -12.93  -61.50   13199   12864   -2953  -24314   27665
  -65.000  350.000  -15.65  -61.73   13121   12635   -3539  -24398   27702
  -65.000  355.000  -18.47  -61.94   13083   12409   -4145  -24543   27812
  -60.000    0.000  -21.26  -61.40   12249   11415   -4442  -22467   25589
  -60.000    5.000  -24.04  -61.58   12314   11246   -5016  -22759   25877
  -60.000   10.000  -26.99  -61.77   12427   11074   -5640  -23147   26272
  -60.000   15.000  -30.10  -61.99   12579   10883   -6308  -23647   26785
  -60.000   20.000  -33.33  -62.27   12759   10660   -7010  -24275   27424
  -60.000   25.000  -36.64  -62.65   12951   10392   -7730  -25040   28191
  -60.000   30.000  -39.99  -63.14   13141   10068   -8446  -25949   29087
  -60.000   35.000  -43.33  -63.76   13310    9682   -9133  -27002   30105
  -60.000   40.000  -46.61  -64.51   13441    9234   -9767  -28195   31235
  -60.000   45.000  -49.79  -65.40   13514    8725  -10320  -29518   32464
  -60.000   50.000  -52.84  -66.41   13515    8163  -10771  -30954   33775
  -60.000   55.000  -55.73  -67.54   13428    7561  -11098  -32483   35150
  -60.000   60.000  -58.44  -68.77   13244    6931  -11285  -34085   36567
  -60.000   65.000  -60.95  -70.07   12953    6291  -11323  -35732   38007
  -60.000   70.000  -63.22  -71.45   12551    5655  -11205  -37399   39449
  -60.000   75.000  -65.23  -72.87   12036    5042  -10929  -39059   40872
  -60.000   80.000  -66.96  -74.33   11410    4466  -10500  -40686   42256
  -60.000   85.000  -68.33  -75.82   10678    3942   -9923  -42253   43581
  -60.000   90.000  -69.29  -77.31    9848    3482   -9212  -43734   44829
  -60.000   95.000  -69.73  -78.80    8933    3096   -8380  -45107   45984
  -60.000  100.000  -69.46  -80.27    7951    2790   -7446  -46352   47029
  -60.000  105.000  -68.21  -81.70    6924    2570   -6430  -47452   47954
  -60.000  110.000  -65.53  -83.07    5881    2436   -5353  -48393   48749
  -60.000  115.000  -60.59  -84.35    4863    2388   -4236  -49168   49408
